"Location_name","Status","Priority","Address","City","State","Zip_code","Country","Phone","Email","Website","Facebook","Instagram","YouTube","Twitter","LinkedIn","Fax","Img","Tags","Products","Description","Lat","Lng","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Position_loca","Position_phone","Position_fax","Position_email","Position_web","Position_social","Marker"
"EKİN ECZANESİ","active","10000","YENİŞEHİR","MERSİN","","","Türkiye","3243372522","","","","","","","","","","Eczane","","","36.8661859","34.4863567","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"CUMAYERİ ECZANESİ","active","10000","CUMAYERİ","DÜZCE","","","Türkiye","","","","","","","","","","","Eczane","","","40.8733379","30.950758","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ASLI ECZANESİ","active","10000","NİLÜFER","BURSA","","","Türkiye","2244137533","","","","","","","","","","Eczane","","","40.1885281","29.0609636","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"BERİN ECZANESİ","active","10000","MERKEZ","YALOVA","","","Türkiye","2268137113","","","","","","","","","","Eczane","","","40.654895","29.284186","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"MİNE ECZANESİ","active","10000","AYVALIK","BALIKESİR","","","Türkiye","2663315308","","","","","","","","","","Eczane","","","39.319185","26.692387","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"NURDAN ECZANESİ","active","10000","YENİŞEHİR","BURSA","","","Türkiye","2247731332","","","","","","","","","","Eczane","","","40.264198","29.650687","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"UYGAR ECZANESİ","active","10000","EDREMİT","BALIKESİR","","","Türkiye","","","","","","","","","","","Eczane","","","39.594664","27.021888","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ÖZDEMİR ECZANESİ","active","10000","SİNCAN","ANKARA","","","Türkiye","","","","","","","","","","","Eczane","","","39.9333635","32.8597419","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ÖZGÜN ECZANESİ","active","10000","YENİŞEHİR","MERSİN","","","Türkiye","3243287234","","","","","","","","","","Eczane","","","36.8661859","34.4863567","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"SELİN ERDEM ECZANESİ","active","10000","KOCASİNAN","KAYSERİ","","","Türkiye","","","","","","","","","","","Eczane","","","38.8733113","35.3466253","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"CUMHURİYET ECZANESİ","active","10000","MALTEPE","İSTANBUL","","","Türkiye","2165192505","","","","","","","","","","Eczane","","","40.9498022","29.1739513","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"CANSU ECZANESİ","active","10000","KÜÇÜKÇEKMECE","İSTANBUL","","","Türkiye","2125796795","","","","","","","","","","Eczane","","","41.0086579","28.775342","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"VERESELI SIFA ECZANESI","active","10000","İSTANBUL HAVALIMANI","İSTANBUL","","","Türkiye","","","","","","","","","","","Eczane","","","41.2768187","28.7301397","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"NANE LİMON ECZANESİ","active","10000","SAMSUN ÇARŞAMBA HAVALIMANI","SAMSUN","","","Türkiye","","","","","","","","","","","Eczane","","","41.2576087","36.5552426","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ZEYTİN ECZANESİ","active","10000","GÜZELBAHÇE","İZMİR","","","Türkiye","2322367358","","","","","","","","","","Eczane","","","38.3286355","26.8792553","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"YETKİN ECZANESİ","active","10000","EFELER","AYDIN","","","Türkiye","","","","","","","","","","","Eczane","","","37.8521677","27.8780275","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ULAŞ ECZANESİ","active","10000","ÜMRANİYE","İSTANBUL","","","Türkiye","2166302686","","","","","","","","","","Eczane","","","41.03332899999999","29.10136","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"MÜHÜRDAR ECZANESİ","active","10000","KADIKÖY","İSTANBUL","","","Türkiye","2164052291","","","","","","","","","","Eczane","","","40.9818744","29.0576298","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ELİF ECZANESİ","active","10000","BAHÇELİEVLER","İSTANBUL","","","Türkiye","2125557560","","","","","","","","","","Eczane","","","40.9975","28.850556","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"MERKEZ ECZANESİ","active","10000","BAĞLAR","DİYARBAKIR","","","Türkiye","4122904511","","","","","","","","","","Eczane","","","37.84818500000001","40.0551946","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"BEGONVİL ECZANESİ","active","10000","KADIKÖY","İSTANBUL","","","Türkiye","2163561566","","","","","","","","","","Eczane","","","40.9818744","29.0576298","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"BOLVADINHAYAT ECZANESI","active","10000","BOLVADİN","AFYONKARAHİSAR","","","Türkiye","5528680001","","","","","","","","","","Eczane","","","38.71259999999999","31.0484","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"EBRU ECZANESI","active","10000","MERKEZ","BALIKESİR","","","Türkiye","2662277803","","","","","","","","","","Eczane","","","39.6062857","27.8311428","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"OĞUZHAN ECZANESİ","active","10000","ALANYA","ANTALYA","","","Türkiye","2425224455","","","","","","","","","","Eczane","","","36.544443","31.995408","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"SEZER ECZANESİ","active","10000","KEPEZ","ANTALYA","","","Türkiye","2878682304","","","","","","","","","","Eczane","","","37.0193119","30.73499499999999","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"SOYLU ECZANESİ","active","10000","KOCASİNAN","KAYSERİ","","","Türkiye","3522211137","","","","","","","","","","Eczane","","","38.8733113","35.3466253","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"VOLKAN ECZANESİ","active","10000","MERKEZ","ÇORUM","","","Türkiye","3642247788","","","","","","","","","","Eczane","","","40.54992560000001","34.9537242","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"TOZLU ECZANESİ","active","10000","ADAPAZARI","SAKARYA","","","Türkiye","2642718300","","","","","","","","","","Eczane","","","40.788855","30.405954","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ECE ECZANESI","active","10000","SEYHAN","ADANA","","","Türkiye","3222487767","","","","","","","","","","Eczane","","","36.9914194","35.3308285","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"SÖYLEV ECZANESİ ","active","10000","DÖRTYOL","HATAY","","","Türkiye","3267123030","","","","","","","","","","Eczane","","","36.84335799999999","36.221565","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"MELİS ECZANESİ","active","10000","ORHANGAZİ","BURSA","","","Türkiye","2245734485","","","","","","","","","","Eczane","","","40.49008","29.30880599999999","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"GÜL ECZANESİ","active","10000","ERDEK","BALIKESİR","","","Türkiye","","","","","","","","","","","Eczane","","","40.39832","27.791673","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"BERRA ECZANESİ","active","10000","DARICA","KOCAELİ","","","Türkiye","2627450262","","","","","","","","","","Eczane","","","40.7738633","29.4002978","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"SERHAT ECZANESİ","active","10000","GELİBOLU","ÇANAKKALE","","","Türkiye","2865661666","","","","","","","","","","Eczane","","","40.4139849","26.669997","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ONUR ECZANESİ","active","10000","PENDİK","İSTANBUL","","","Türkiye","2163754646","","","","","","","","","","Eczane","","","40.879326","29.258135","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ÜLKAR ECZANESİ","active","10000","BANDIRMA","BALIKESİR","","","Türkiye","2667137453","","","","","","","","","","Eczane","","","40.353707","27.971405","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"CEREN ECZANESİ","active","10000","KAHRAMANKAZAN","ANKARA","","","Türkiye","3128140088","","","","","","","","","","Eczane","","","40.205167","32.681182","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"PAKSOY ECZANESİ","active","10000","Merkez","MERSİN","","","Türkiye","","","","","","","","","","","Eczane","","","36.8121041","34.6414811","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ŞADİ ECZANESİ","active","10000","ERDEMLİ","MERSİN","","","Türkiye","3245773773","","","","","","","","","","Eczane","","","36.6058189","34.310167","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"DEVA ECZANESİ","active","10000","SULTANBEYLİ","İSTANBUL","","","Türkiye","2165923839","","","","","","","","","","Eczane","","","40.968423","29.262008","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"DEYYAROĞLU ECZANESİ","active","10000","KARTAL","İSTANBUL","","","Türkiye","5316828161","","","","","","","","","","Eczane","","","40.9062892","29.1972048","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"YAĞIZ ECZANESİ","active","10000","BEYLİKDÜZÜ","İSTANBUL","","","Türkiye","2129994668","","","","","","","","","","Eczane","","","40.9910381","28.6498144","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"NANE LİMON ECZANESİ","active","10000","SANCAKTEPE","İSTANBUL","","","Türkiye","2165619484","","","","","","","","","","Eczane","","","41.0287028","29.2901829","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ÇAM ECZANESİ","active","10000","BAŞAKŞEHİR","İSTANBUL","","","Türkiye","","","","","","","","","","","Eczane","","","41.083333","28.816667","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"BAŞVEKİL ECZANESİ","active","10000","FATİH","İSTANBUL","","","Türkiye","","","","","","","","","","","Eczane","","","41.020169","28.933864","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"HALİTBEY ECZANESİ","active","10000","PENDİK","İSTANBUL","","","Türkiye","2164837272","","","","","","","","","","Eczane","","","40.879326","29.258135","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"NEHİR ECZANESİ","active","10000","GAZİOSMANPAŞA","İSTANBUL","","","Türkiye","2124193349","","","","","","","","","","Eczane","","","41.07594770000001","28.90045529999999","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"EMİR ECZANESİ","active","10000","BAHÇELİEVLER","İSTANBUL","","","Türkiye","2125032382","","","","","","","","","","Eczane","","","40.9975","28.850556","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"MERMİT ECZANESİ","active","10000","İPEKYOLU","VAN","","","Türkiye","4322149766","","","","","","","","","","Eczane","","","38.6014262","43.63091","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ŞAHİN ECZANESİ","active","10000","SEFERİHİSAR","İZMİR","","","Türkiye","","","","","","","","","","","Eczane","","","38.19515","26.834402","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"CEMRE ECZANESİ","active","10000","MERKEZ","KARAMAN","","","Türkiye","3382122454","","","","","","","","","","Eczane","","","37.181009","33.22224300000001","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ECZANE MEHMET ALI AVCI","active","10000","BALIKESIR MERKEZ HAVALIMANI","BALIKESİR","","","Türkiye","2663969162","","","","","","","","","","Eczane","","","39.6357553","27.9159921","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ORUC ECZANESI","active","10000","MERKEZ","ANTALYA","","","Türkiye","","","","","","","","","","","Eczane","","","36.8968908","30.7133233","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"PERGE ECZANESI","active","10000","ANTALYA HAVALIMANI","ANTALYA","","","Türkiye","","","","","","","","","","","Eczane","","","36.9086961","30.7981855","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ISTASYON ECZANESI","active","10000","Merkez","KAYSERİ","","","Türkiye","","","","","","","","","","","Eczane","","","38.720489","35.48259700000001","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"YASEMİN ECZANESİ","active","10000","İLKADIM","SAMSUN","","","Türkiye","3622302333","","","","","","","","","","Eczane","","","41.2797031","36.3360667","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"CERRAHPAŞA ECZANESİ","active","10000","MERKEZ","KARABÜK","","","Türkiye","3704154574","","","","","","","","","","Eczane","","","41.187489","32.7417419","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"UTKU ECZANESİ","active","10000","SEYHAN","ADANA","","","Türkiye","3228800020","","","","","","","","","","Eczane","","","36.9914194","35.3308285","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"BOZDOĞAN ECZANESİ","active","10000","DÖRTYOL","HATAY","","","Türkiye","3267120414","","","","","","","","","","Eczane","","","36.84335799999999","36.221565","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"CADDE ECZANESİ","active","10000","TEPEBAŞI","ESKİŞEHİR","","","Türkiye","","","","","","","","","","","Eczane","","","39.873146","30.5739579","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ÖYKU ECZANESİ","active","10000","DÖŞEMEALTI","ANTALYA","","","Türkiye","90242443252","","","","","","","","","","Eczane","","","37.023026","30.60120899999999","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"BESTE ECZANESİ","active","10000","ÇANKAYA","ANKARA","","","Türkiye","3124481778","","","","","","","","","","Eczane","","","39.8451842","32.9212265","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"DERMAN ECZANESİ","active","10000","PENDİK","İSTANBUL","","","Türkiye","2164933144","","","","","","","","","","Eczane","","","40.879326","29.258135","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ONUR ECZANESİ","active","10000","MERKEZ","ÇANAKKALE","","","Türkiye","2862120269","","","","","","","","","","Eczane","","","40.14671999999999","26.408587","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"VATAN ECZANESİ","active","10000","KARESİ","BALIKESİR","","","Türkiye","2662410962","","","","","","","","","","Eczane","","","39.7848385","27.8780275","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ESRA ECZANESİ","active","10000","MERKEZ","YALOVA","","","Türkiye","2268132252","","","","","","","","","","Eczane","","","40.654895","29.284186","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"SEDA ECZANESİ","active","10000","MEZİTLİ","MERSİN","","","Türkiye","3243369383","","","","","","","","","","Eczane","","","36.8573692","34.3976356","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ŞAMLIOĞLU ECZANESİ","active","10000","REYHANLI","HATAY","","","Türkiye","","","","","","","","","","","Eczane","","","36.268523","36.567593","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"DORA ECZANESI","active","10000","ŞİŞLİ","İSTANBUL","","","Türkiye","","","","","","","","","","","Eczane","","","41.0536216","28.9819731","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"DURU ECZANESİ","active","10000","DEFNE","HATAY","","","Türkiye","3262316930","","","","","","","","","","Eczane","","","36.1643075","36.11108","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"YELDA ECZANESİ","active","10000","ÇUBUK","ANKARA","","","Türkiye","3128386238","","","","","","","","","","Eczane","","","40.23874","33.032668","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"NAZ ECZANESİ","active","10000","KARABAĞLAR","İZMİR","","","Türkiye","8888682304","","","","","","","","","","Eczane","","","38.3465505","27.0441009","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"NİL ECZANESİ","active","10000","BAKIRKÖY","İSTANBUL","","","Türkiye","2126625200","","","","","","","","","","Eczane","","","40.9714189","28.82472199999999","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ALİMOĞLU ECZANESİ","active","10000","ESENLER","İSTANBUL","","","Türkiye","2126479251","","","","","","","","","","Eczane","","","41.0576987","28.865506","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"EMNİYET ECZANESİ","active","10000","EFELER","AYDIN","","","Türkiye","2562251645","","","","","","","","","","Eczane","","","37.8521677","27.8780275","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"NEVÇARŞI ECZANESİ","active","10000","ÜSKÜDAR","İSTANBUL","","","Türkiye","2167557216","","","","","","","","","","Eczane","","","41.032236","29.031938","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"EMİR ECZANESİ","active","10000","SANCAKTEPE","İSTANBUL","","","Türkiye","","","","","","","","","","","Eczane","","","41.0287028","29.2901829","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"MEŞEKALKAN ECZANESİ","active","10000","GAZİEMİR","İZMİR","","","Türkiye","2329998500","","","","","","","","","","Eczane","","","38.3231215","27.1382404","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"MUSTAFA ECZANESİ","active","10000","GAZİOSMANPAŞA","İSTANBUL","","","Türkiye","","","","","","","","","","","Eczane","","","41.07594770000001","28.90045529999999","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"SULTAN ECZANESI","active","10000","UŞAK HAVALIMANI","UŞAK","","","Türkiye","3048680001","","","","","","","","","","Eczane","","","38.6796113","29.4815882","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ELİF ECZANESİ","active","10000","ALTIEYLÜL","BALIKESİR","","","Türkiye","2662210202","","","","","","","","","","Eczane","","","39.65329759999999","27.8903423","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ÖZGÜ ECZANESİ","active","10000","MERKEZ","ISPARTA","","","Türkiye","2462322313","","","","","","","","","","Eczane","","","37.7274986","30.6487508","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"ENGİN ECZANESİ","active","10000","MERKEZ","BURDUR","","","Türkiye","7318682304","","","","","","","","","","Eczane","","","37.718336","30.282333","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
"DİLEK ECZANESİ","active","10000","MERKEZ","KIRŞEHİR","","","Türkiye","3862126636","","","","","","","","","","Eczane","","","39.146078","34.1594989","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-18:30","08:30-13:00","Kapalı","","","","","","","https://store-locator.bsscommerce.com/image/location-pin.svg"
